"index" "esu" "pop" "year" "parents" "offsprings"
38 "S" "Snake River (upper mainstem)" "1964" "2047" "3766"
38 "S" "Snake River (upper mainstem)" "1965" "2179" "2767"
38 "S" "Snake River (upper mainstem)" "1966" "1109" "2440"
38 "S" "Snake River (upper mainstem)" "1967" "1491" "3966"
38 "S" "Snake River (upper mainstem)" "1968" "2660" "5267"
38 "S" "Snake River (upper mainstem)" "1969" "1349" "3764"
38 "S" "Snake River (upper mainstem)" "1970" "1370" "1891"
38 "S" "Snake River (upper mainstem)" "1971" "1459" "1255"
38 "S" "Snake River (upper mainstem)" "1972" "3085" "1758"
38 "S" "Snake River (upper mainstem)" "1973" "1979" "3107"
38 "S" "Snake River (upper mainstem)" "1974" "1090" "2660"
38 "S" "Snake River (upper mainstem)" "1975" "1153" "911"
38 "S" "Snake River (upper mainstem)" "1976" "1210" "496"
38 "S" "Snake River (upper mainstem)" "1977" "1723" "534"
38 "S" "Snake River (upper mainstem)" "1978" "3554" "391"
38 "S" "Snake River (upper mainstem)" "1979" "641" "513"
38 "S" "Snake River (upper mainstem)" "1980" "172" "155"
38 "S" "Snake River (upper mainstem)" "1981" "476" "1190"
38 "S" "Snake River (upper mainstem)" "1982" "88" "1205"
38 "S" "Snake River (upper mainstem)" "1983" "99" "1961"
38 "S" "Snake River (upper mainstem)" "1984" "185" "263"
38 "S" "Snake River (upper mainstem)" "1985" "563" "557"
38 "S" "Snake River (upper mainstem)" "1986" "788" "2711"
38 "S" "Snake River (upper mainstem)" "1987" "455" "346"
38 "S" "Snake River (upper mainstem)" "1988" "497" "532"
38 "S" "Snake River (upper mainstem)" "1989" "423" "76"
38 "S" "Snake River (upper mainstem)" "1990" "501" "110"
38 "S" "Snake River (upper mainstem)" "1991" "170" "41"
38 "S" "Snake River (upper mainstem)" "1992" "120" "250"
38 "S" "Snake River (upper mainstem)" "1993" "374" "243"
38 "S" "Snake River (upper mainstem)" "1994" "69" "76"
38 "S" "Snake River (upper mainstem)" "1995" "18" "154"
38 "S" "Snake River (upper mainstem)" "1996" "68" "595"
38 "S" "Snake River (upper mainstem)" "1997" "89" "1029"
38 "S" "Snake River (upper mainstem)" "1998" "83" "954"
38 "S" "Snake River (upper mainstem)" "1999" "115" "302"
38 "S" "Snake River (upper mainstem)" "2000" "473" "549"
38 "S" "Snake River (upper mainstem)" "2001" "1108" "609"
38 "S" "Snake River (upper mainstem)" "2002" "1206" "434"
39 "S" "South fork Salmon River (east fork)" "1958" "282" "1444"
39 "S" "South fork Salmon River (east fork)" "1959" "679" "1290"
39 "S" "South fork Salmon River (east fork)" "1960" "1183" "1171"
39 "S" "South fork Salmon River (east fork)" "1961" "478" "335"
39 "S" "South fork Salmon River (east fork)" "1962" "760" "638"
39 "S" "South fork Salmon River (east fork)" "1963" "684" "561"
39 "S" "South fork Salmon River (east fork)" "1964" "797" "470"
39 "S" "South fork Salmon River (east fork)" "1965" "298" "739"
39 "S" "South fork Salmon River (east fork)" "1966" "284" "449"
39 "S" "South fork Salmon River (east fork)" "1967" "737" "649"
39 "S" "South fork Salmon River (east fork)" "1968" "328" "892"
39 "S" "South fork Salmon River (east fork)" "1969" "702" "435"
39 "S" "South fork Salmon River (east fork)" "1970" "335" "312"
39 "S" "South fork Salmon River (east fork)" "1971" "471" "160"
39 "S" "South fork Salmon River (east fork)" "1972" "566" "102"
39 "S" "South fork Salmon River (east fork)" "1973" "698" "419"
39 "S" "South fork Salmon River (east fork)" "1974" "275" "121"
39 "S" "South fork Salmon River (east fork)" "1975" "178" "39"
39 "S" "South fork Salmon River (east fork)" "1976" "176" "111"
39 "S" "South fork Salmon River (east fork)" "1977" "208" "104"
39 "S" "South fork Salmon River (east fork)" "1978" "291" "192"
39 "S" "South fork Salmon River (east fork)" "1979" "92" "59"
39 "S" "South fork Salmon River (east fork)" "1980" "62" "106"
39 "S" "South fork Salmon River (east fork)" "1981" "116" "194"
39 "S" "South fork Salmon River (east fork)" "1982" "95" "140"
39 "S" "South fork Salmon River (east fork)" "1983" "162" "390"
39 "S" "South fork Salmon River (east fork)" "1984" "44" "141"
39 "S" "South fork Salmon River (east fork)" "1985" "194" "91"
39 "S" "South fork Salmon River (east fork)" "1986" "136" "204"
39 "S" "South fork Salmon River (east fork)" "1987" "185" "91"
39 "S" "South fork Salmon River (east fork)" "1988" "353" "431"
39 "S" "South fork Salmon River (east fork)" "1989" "109" "152"
39 "S" "South fork Salmon River (east fork)" "1990" "143" "23"
39 "S" "South fork Salmon River (east fork)" "1991" "164" "26"
39 "S" "South fork Salmon River (east fork)" "1992" "196" "102"
39 "S" "South fork Salmon River (east fork)" "1993" "365" "314"
39 "S" "South fork Salmon River (east fork)" "1994" "51" "17"
39 "S" "South fork Salmon River (east fork)" "1995" "23" "41"
39 "S" "South fork Salmon River (east fork)" "1996" "60" "197"
39 "S" "South fork Salmon River (east fork)" "1997" "243" "1191"
39 "S" "South fork Salmon River (east fork)" "1998" "121" "793"
39 "S" "South fork Salmon River (east fork)" "1999" "55" "129"
39 "S" "South fork Salmon River (east fork)" "2000" "110" "219"
39 "S" "South fork Salmon River (east fork)" "2001" "1257" "101"
39 "S" "South fork Salmon River (east fork)" "2002" "956" "163"
40 "S" "South fork Salmon River (mainstem)" "1964" "908" "993"
40 "S" "South fork Salmon River (mainstem)" "1965" "1515" "2168"
40 "S" "South fork Salmon River (mainstem)" "1968" "1190" "2195"
40 "S" "South fork Salmon River (mainstem)" "1980" "268" "354"
40 "S" "South fork Salmon River (mainstem)" "1981" "291" "593"
40 "S" "South fork Salmon River (mainstem)" "1982" "256" "567"
40 "S" "South fork Salmon River (mainstem)" "1983" "427" "1970"
40 "S" "South fork Salmon River (mainstem)" "1984" "381" "475"
40 "S" "South fork Salmon River (mainstem)" "1986" "668" "1214"
40 "S" "South fork Salmon River (mainstem)" "1989" "501" "665"
40 "S" "South fork Salmon River (mainstem)" "1995" "224" "612"
40 "S" "South fork Salmon River (mainstem)" "1996" "367" "609"
40 "S" "South fork Salmon River (mainstem)" "1997" "1257" "2259"
40 "S" "South fork Salmon River (mainstem)" "1998" "1204" "1756"
40 "S" "South fork Salmon River (mainstem)" "1999" "926" "1512"
41 "S" "Sulphur River" "1957" "693" "1310"
41 "S" "Sulphur River" "1958" "238" "2135"
41 "S" "Sulphur River" "1959" "210" "1012"
41 "S" "Sulphur River" "1960" "201" "422"
41 "S" "Sulphur River" "1961" "608" "1082"
41 "S" "Sulphur River" "1962" "430" "1905"
41 "S" "Sulphur River" "1963" "644" "1082"
41 "S" "Sulphur River" "1964" "188" "1683"
41 "S" "Sulphur River" "1965" "109" "1541"
41 "S" "Sulphur River" "1966" "876" "823"
41 "S" "Sulphur River" "1967" "827" "835"
41 "S" "Sulphur River" "1968" "876" "1410"
41 "S" "Sulphur River" "1969" "852" "477"
41 "S" "Sulphur River" "1970" "574" "379"
41 "S" "Sulphur River" "1971" "358" "107"
41 "S" "Sulphur River" "1972" "438" "39"
41 "S" "Sulphur River" "1973" "481" "481"
41 "S" "Sulphur River" "1974" "185" "124"
41 "S" "Sulphur River" "1975" "309" "22"
41 "S" "Sulphur River" "1976" "86" "23"
41 "S" "Sulphur River" "1977" "31" "41"
41 "S" "Sulphur River" "1982" "19" "192"
41 "S" "Sulphur River" "1983" "49" "345"
41 "S" "Sulphur River" "1985" "62" "60"
41 "S" "Sulphur River" "1986" "401" "132"
41 "S" "Sulphur River" "1987" "68" "35"
41 "S" "Sulphur River" "1988" "303" "130"
41 "S" "Sulphur River" "1989" "22" "21"
41 "S" "Sulphur River" "1990" "87" "1"
41 "S" "Sulphur River" "1991" "108" "9"
41 "S" "Sulphur River" "1992" "11" "44"
41 "S" "Sulphur River" "1993" "132" "116"
41 "S" "Sulphur River" "1995" "2" "0"
41 "S" "Sulphur River" "1996" "28" "13"
41 "S" "Sulphur River" "1997" "37" "199"
41 "S" "Sulphur River" "1998" "102" "332"
41 "S" "Sulphur River" "2000" "11" "21"
41 "S" "Sulphur River" "2001" "87" "32"
41 "S" "Sulphur River" "2002" "201" "88"
42 "S" "Tucannon River" "1979" "420" "554"
42 "S" "Tucannon River" "1980" "512" "532"
42 "S" "Tucannon River" "1981" "835" "418"
42 "S" "Tucannon River" "1982" "512" "727"
42 "S" "Tucannon River" "1983" "579" "712"
42 "S" "Tucannon River" "1984" "337" "398"
42 "S" "Tucannon River" "1985" "569" "319"
42 "S" "Tucannon River" "1986" "520" "473"
42 "S" "Tucannon River" "1987" "481" "337"
42 "S" "Tucannon River" "1988" "304" "316"
42 "S" "Tucannon River" "1989" "276" "400"
42 "S" "Tucannon River" "1990" "611" "73"
42 "S" "Tucannon River" "1991" "390" "199"
42 "S" "Tucannon River" "1992" "564" "51"
42 "S" "Tucannon River" "1993" "436" "275"
42 "S" "Tucannon River" "1994" "70" "100"
42 "S" "Tucannon River" "1995" "11" "11"
42 "S" "Tucannon River" "1996" "136" "99"
42 "S" "Tucannon River" "1997" "146" "1892"
42 "S" "Tucannon River" "1998" "51" "756"
42 "S" "Tucannon River" "1999" "107" "16050"
42 "S" "Tucannon River" "2000" "239" "2008"
42 "S" "Tucannon River" "2001" "894" "340"
42 "S" "Tucannon River" "2002" "897" "556"
43 "S" "Valley Creek" "1957" "1496" "1840"
43 "S" "Valley Creek" "1958" "299" "2583"
43 "S" "Valley Creek" "1959" "253" "1488"
43 "S" "Valley Creek" "1960" "609" "1583"
43 "S" "Valley Creek" "1961" "1047" "2115"
43 "S" "Valley Creek" "1962" "740" "2605"
43 "S" "Valley Creek" "1963" "520" "1440"
43 "S" "Valley Creek" "1964" "734" "1321"
43 "S" "Valley Creek" "1965" "710" "930"
43 "S" "Valley Creek" "1966" "1096" "943"
43 "S" "Valley Creek" "1967" "903" "1445"
43 "S" "Valley Creek" "1968" "1069" "1742"
43 "S" "Valley Creek" "1969" "155" "581"
43 "S" "Valley Creek" "1970" "661" "906"
43 "S" "Valley Creek" "1971" "642" "218"
43 "S" "Valley Creek" "1972" "601" "246"
43 "S" "Valley Creek" "1973" "549" "1197"
43 "S" "Valley Creek" "1974" "468" "201"
43 "S" "Valley Creek" "1975" "732" "66"
43 "S" "Valley Creek" "1976" "117" "0"
43 "S" "Valley Creek" "1977" "220" "66"
43 "S" "Valley Creek" "1978" "979" "78"
43 "S" "Valley Creek" "1979" "109" "76"
43 "S" "Valley Creek" "1980" "27" "27"
43 "S" "Valley Creek" "1981" "52" "56"
43 "S" "Valley Creek" "1982" "24" "193"
43 "S" "Valley Creek" "1983" "98" "179"
43 "S" "Valley Creek" "1984" "57" "146"
43 "S" "Valley Creek" "1985" "5" "77"
43 "S" "Valley Creek" "1986" "79" "26"
43 "S" "Valley Creek" "1987" "245" "17"
43 "S" "Valley Creek" "1988" "122" "59"
43 "S" "Valley Creek" "1989" "133" "32"
43 "S" "Valley Creek" "1990" "33" "9"
43 "S" "Valley Creek" "1991" "14" "5"
43 "S" "Valley Creek" "1992" "19" "24"
43 "S" "Valley Creek" "1993" "63" "77"
43 "S" "Valley Creek" "1994" "24" "48"
43 "S" "Valley Creek" "1996" "8" "133"
43 "S" "Valley Creek" "1997" "33" "268"
43 "S" "Valley Creek" "1998" "101" "320"
43 "S" "Valley Creek" "1999" "19" "180"
43 "S" "Valley Creek" "2000" "14" "77"
43 "S" "Valley Creek" "2001" "177" "64"
43 "S" "Valley Creek" "2002" "280" "76"
44 "S" "Wenaha River" "1964" "1586" "1301"
44 "S" "Wenaha River" "1965" "759" "4296"
44 "S" "Wenaha River" "1966" "2672" "4596"
44 "S" "Wenaha River" "1967" "1778" "2774"
44 "S" "Wenaha River" "1968" "1230" "1722"
44 "S" "Wenaha River" "1969" "2442" "3639"
44 "S" "Wenaha River" "1970" "2682" "805"
44 "S" "Wenaha River" "1971" "1576" "173"
44 "S" "Wenaha River" "1972" "682" "436"
44 "S" "Wenaha River" "1973" "1971" "1202"
44 "S" "Wenaha River" "1974" "471" "137"
44 "S" "Wenaha River" "1975" "288" "121"
44 "S" "Wenaha River" "1976" "192" "227"
44 "S" "Wenaha River" "1977" "577" "231"
44 "S" "Wenaha River" "1978" "740" "400"
44 "S" "Wenaha River" "1979" "48" "74"
44 "S" "Wenaha River" "1980" "231" "171"
44 "S" "Wenaha River" "1981" "192" "518"
44 "S" "Wenaha River" "1982" "260" "468"
44 "S" "Wenaha River" "1983" "221" "221"
44 "S" "Wenaha River" "1984" "115" "46"
44 "S" "Wenaha River" "1985" "346" "55"
44 "S" "Wenaha River" "1986" "654" "111"
44 "S" "Wenaha River" "1987" "552" "690"
44 "S" "Wenaha River" "1988" "610" "738"
44 "S" "Wenaha River" "1989" "65" "78"
44 "S" "Wenaha River" "1990" "302" "54"
44 "S" "Wenaha River" "1991" "272" "182"
44 "S" "Wenaha River" "1992" "636" "5838"
44 "S" "Wenaha River" "1993" "337" "623"
44 "S" "Wenaha River" "1994" "150" "836"
44 "S" "Wenaha River" "1995" "85" "89"
44 "S" "Wenaha River" "1996" "433" "658"
44 "S" "Wenaha River" "1997" "281" "891"
44 "S" "Wenaha River" "1998" "258" "1011"
44 "S" "Wenaha River" "1999" "84" "373"
44 "S" "Wenaha River" "2000" "471" "725"
44 "S" "Wenaha River" "2001" "899" "539"
44 "S" "Wenaha River" "2002" "685" "541"
45 "S" "Yankee Creek" "1961" "583" "1743"
45 "S" "Yankee Creek" "1962" "503" "2530"
45 "S" "Yankee Creek" "1963" "870" "3132"
45 "S" "Yankee Creek" "1964" "625" "2088"
45 "S" "Yankee Creek" "1965" "564" "835"
45 "S" "Yankee Creek" "1966" "1136" "943"
45 "S" "Yankee Creek" "1967" "1436" "876"
45 "S" "Yankee Creek" "1968" "1488" "1518"
45 "S" "Yankee Creek" "1969" "253" "1144"
45 "S" "Yankee Creek" "1970" "640" "422"
45 "S" "Yankee Creek" "1971" "294" "276"
45 "S" "Yankee Creek" "1972" "740" "163"
45 "S" "Yankee Creek" "1973" "613" "313"
45 "S" "Yankee Creek" "1974" "225" "342"
45 "S" "Yankee Creek" "1975" "355" "64"
45 "S" "Yankee Creek" "1976" "117" "37"
45 "S" "Yankee Creek" "1977" "148" "61"
45 "S" "Yankee Creek" "1982" "2" "43"
45 "S" "Yankee Creek" "1983" "15" "42"
45 "S" "Yankee Creek" "1985" "11" "38"
45 "S" "Yankee Creek" "1986" "45" "39"
45 "S" "Yankee Creek" "1987" "37" "27"
45 "S" "Yankee Creek" "1988" "40" "27"
45 "S" "Yankee Creek" "1989" "30" "15"
45 "S" "Yankee Creek" "1990" "43" "2"
45 "S" "Yankee Creek" "1991" "22" "1"
45 "S" "Yankee Creek" "1992" "29" "5"
45 "S" "Yankee Creek" "1993" "20" "13"
45 "S" "Yankee Creek" "1994" "2" "14"
45 "S" "Yankee Creek" "1996" "4" "49"
45 "S" "Yankee Creek" "1997" "9" "103"
45 "S" "Yankee Creek" "1998" "21" "128"
45 "S" "Yankee Creek" "1999" "2" "124"
46 "UC" "Entiat River" "1962" "359" "878"
46 "UC" "Entiat River" "1963" "452" "1111"
46 "UC" "Entiat River" "1965" "324" "450"
46 "UC" "Entiat River" "1969" "415" "548"
46 "UC" "Entiat River" "1970" "218" "394"
46 "UC" "Entiat River" "1972" "190" "229"
46 "UC" "Entiat River" "1973" "714" "748"
46 "UC" "Entiat River" "1974" "274" "775"
46 "UC" "Entiat River" "1976" "147" "505"
46 "UC" "Entiat River" "1979" "253" "288"
46 "UC" "Entiat River" "1981" "296" "344"
46 "UC" "Entiat River" "1988" "209" "233"
46 "UC" "Entiat River" "1989" "115" "155"
46 "UC" "Entiat River" "1995" "18" "35"
46 "UC" "Entiat River" "1996" "44" "138"
46 "UC" "Entiat River" "1997" "81" "303"
46 "UC" "Entiat River" "1998" "53" "243"
47 "UC" "Methow River" "1962" "2813" "3894"
47 "UC" "Methow River" "1963" "2093" "3325"
47 "UC" "Methow River" "1965" "1556" "1959"
47 "UC" "Methow River" "1968" "1958" "2071"
47 "UC" "Methow River" "1969" "1405" "1859"
47 "UC" "Methow River" "1971" "1535" "1635"
47 "UC" "Methow River" "1973" "2415" "2649"
47 "UC" "Methow River" "1974" "1193" "1895"
47 "UC" "Methow River" "1976" "713" "1035"
47 "UC" "Methow River" "1979" "728" "855"
47 "UC" "Methow River" "1980" "668" "2042"
47 "UC" "Methow River" "1981" "654" "1058"
47 "UC" "Methow River" "1982" "842" "1973"
47 "UC" "Methow River" "1983" "1105" "1625"
47 "UC" "Methow River" "1984" "1323" "1558"
47 "UC" "Methow River" "1995" "46" "141"
47 "UC" "Methow River" "1997" "363" "1681"
47 "UC" "Methow River" "1998" "43" "186"
48 "UC" "Wenatchee River" "1960" "2371" "2917"
48 "UC" "Wenatchee River" "1961" "1540" "4376"
48 "UC" "Wenatchee River" "1962" "3056" "5290"
48 "UC" "Wenatchee River" "1963" "1874" "6126"
48 "UC" "Wenatchee River" "1964" "2771" "4170"
48 "UC" "Wenatchee River" "1965" "3523" "4168"
48 "UC" "Wenatchee River" "1970" "3026" "3157"
48 "UC" "Wenatchee River" "1971" "1589" "3261"
48 "UC" "Wenatchee River" "1974" "1989" "2504"
48 "UC" "Wenatchee River" "1979" "1063" "2391"
48 "UC" "Wenatchee River" "1980" "1519" "2668"
48 "UC" "Wenatchee River" "1981" "1269" "2828"
48 "UC" "Wenatchee River" "1982" "1493" "2018"
48 "UC" "Wenatchee River" "1995" "58" "166"
48 "UC" "Wenatchee River" "1996" "182" "469"
48 "UC" "Wenatchee River" "1997" "389" "1105"
48 "UC" "Wenatchee River" "1998" "183" "804"
48 "UC" "Wenatchee River" "2000" "761" "1123"
