"index" "esu" "pop" "year" "parents" "offsprings"
14 "PS" "Skagit River (upper)" "2004" "20040" "17825"
14 "PS" "Skagit River (upper)" "2005" "16608" "13954"
15 "PS" "Skokomish River" "1968" "2451" "39"
15 "PS" "Skokomish River" "1969" "2094" "14070"
15 "PS" "Skokomish River" "1970" "2102" "186"
15 "PS" "Skokomish River" "1971" "3082" "9749"
15 "PS" "Skokomish River" "1972" "1070" "3127"
15 "PS" "Skokomish River" "1973" "1858" "11429"
15 "PS" "Skokomish River" "1974" "695" "1576"
15 "PS" "Skokomish River" "1975" "1948" "13306"
15 "PS" "Skokomish River" "1976" "1162" "5740"
15 "PS" "Skokomish River" "1977" "1583" "296"
15 "PS" "Skokomish River" "1978" "189" "96"
15 "PS" "Skokomish River" "1979" "1254" "8619"
15 "PS" "Skokomish River" "1980" "482" "7493"
15 "PS" "Skokomish River" "1981" "338" "9852"
15 "PS" "Skokomish River" "1982" "309" "13416"
15 "PS" "Skokomish River" "1983" "1155" "5351"
15 "PS" "Skokomish River" "1984" "1636" "16734"
15 "PS" "Skokomish River" "1985" "3184" "15274"
15 "PS" "Skokomish River" "1986" "2975" "888"
15 "PS" "Skokomish River" "1987" "2410" "9681"
15 "PS" "Skokomish River" "1988" "2687" "8676"
15 "PS" "Skokomish River" "1989" "1384" "5076"
15 "PS" "Skokomish River" "1990" "726" "1526"
15 "PS" "Skokomish River" "1991" "1892" "1763"
15 "PS" "Skokomish River" "1992" "905" "1859"
15 "PS" "Skokomish River" "1993" "1096" "942"
15 "PS" "Skokomish River" "1994" "733" "472"
15 "PS" "Skokomish River" "1995" "1486" "1592"
15 "PS" "Skokomish River" "1996" "1037" "3473"
15 "PS" "Skokomish River" "1997" "549" "2009"
15 "PS" "Skokomish River" "1998" "1936" "3811"
15 "PS" "Skokomish River" "1999" "1740" "2780"
15 "PS" "Skokomish River" "2000" "1094" "2586"
15 "PS" "Skokomish River" "2001" "1941" "1808"
15 "PS" "Skokomish River" "2002" "1500" "2457"
15 "PS" "Skokomish River" "2003" "1125" "1076"
15 "PS" "Skokomish River" "2004" "2441" "1344"
15 "PS" "Skokomish River" "2005" "2049" "1832"
16 "PS" "Skykomish River" "1965" "4740" "22329"
16 "PS" "Skykomish River" "1966" "6622" "52943"
16 "PS" "Skykomish River" "1967" "2945" "60009"
16 "PS" "Skykomish River" "1968" "4410" "16338"
16 "PS" "Skykomish River" "1969" "3179" "43255"
16 "PS" "Skykomish River" "1970" "4735" "42622"
16 "PS" "Skykomish River" "1971" "6887" "17075"
16 "PS" "Skykomish River" "1972" "2813" "58840"
16 "PS" "Skykomish River" "1973" "3686" "27051"
16 "PS" "Skykomish River" "1974" "4767" "110621"
16 "PS" "Skykomish River" "1975" "3112" "74792"
16 "PS" "Skykomish River" "1976" "3323" "54674"
16 "PS" "Skykomish River" "1977" "4641" "1522"
16 "PS" "Skykomish River" "1978" "6002" "47289"
16 "PS" "Skykomish River" "1979" "5281" "29829"
16 "PS" "Skykomish River" "1980" "5367" "69114"
16 "PS" "Skykomish River" "1981" "2475" "39126"
16 "PS" "Skykomish River" "1982" "3751" "19305"
16 "PS" "Skykomish River" "1983" "2897" "16499"
16 "PS" "Skykomish River" "1984" "2448" "27643"
16 "PS" "Skykomish River" "1985" "3665" "12609"
16 "PS" "Skykomish River" "1986" "3467" "24566"
16 "PS" "Skykomish River" "1987" "3883" "9066"
16 "PS" "Skykomish River" "1988" "4096" "17768"
16 "PS" "Skykomish River" "1989" "2221" "3915"
16 "PS" "Skykomish River" "1990" "2992" "11117"
16 "PS" "Skykomish River" "1991" "2207" "3346"
16 "PS" "Skykomish River" "1992" "2059" "7041"
16 "PS" "Skykomish River" "1993" "1681" "6381"
16 "PS" "Skykomish River" "1994" "2972" "7500"
16 "PS" "Skykomish River" "1995" "2878" "6505"
16 "PS" "Skykomish River" "1996" "4170" "9359"
16 "PS" "Skykomish River" "1997" "2161" "16267"
16 "PS" "Skykomish River" "1998" "4523" "8998"
16 "PS" "Skykomish River" "1999" "3476" "13081"
16 "PS" "Skykomish River" "2000" "4821" "9934"
16 "PS" "Skykomish River" "2001" "4626" "1727"
16 "PS" "Skykomish River" "2002" "4436" "8311"
16 "PS" "Skykomish River" "2003" "3503" "3141"
16 "PS" "Skykomish River" "2004" "7703" "8900"
16 "PS" "Skykomish River" "2005" "3257" "110"
17 "PS" "Snoqualmie River" "1965" "525" "1457"
17 "PS" "Snoqualmie River" "1966" "1226" "8363"
17 "PS" "Snoqualmie River" "1967" "324" "7214"
17 "PS" "Snoqualmie River" "1968" "781" "1471"
17 "PS" "Snoqualmie River" "1969" "444" "6446"
17 "PS" "Snoqualmie River" "1970" "827" "9962"
17 "PS" "Snoqualmie River" "1971" "805" "4562"
17 "PS" "Snoqualmie River" "1972" "371" "21620"
17 "PS" "Snoqualmie River" "1973" "672" "3726"
17 "PS" "Snoqualmie River" "1974" "1104" "24714"
17 "PS" "Snoqualmie River" "1975" "937" "149"
17 "PS" "Snoqualmie River" "1976" "1503" "14613"
17 "PS" "Snoqualmie River" "1977" "1013" "7652"
17 "PS" "Snoqualmie River" "1978" "2119" "6744"
17 "PS" "Snoqualmie River" "1979" "463" "18908"
17 "PS" "Snoqualmie River" "1980" "1326" "14472"
17 "PS" "Snoqualmie River" "1981" "966" "11774"
17 "PS" "Snoqualmie River" "1982" "828" "5486"
17 "PS" "Snoqualmie River" "1983" "1767" "4195"
17 "PS" "Snoqualmie River" "1984" "1121" "1715"
17 "PS" "Snoqualmie River" "1985" "1181" "6078"
17 "PS" "Snoqualmie River" "1986" "1168" "9404"
17 "PS" "Snoqualmie River" "1987" "879" "1972"
17 "PS" "Snoqualmie River" "1988" "539" "13447"
17 "PS" "Snoqualmie River" "1989" "965" "9054"
17 "PS" "Snoqualmie River" "1990" "1300" "2764"
17 "PS" "Snoqualmie River" "1991" "658" "682"
17 "PS" "Snoqualmie River" "1992" "729" "2967"
17 "PS" "Snoqualmie River" "1993" "2448" "4173"
17 "PS" "Snoqualmie River" "1994" "779" "2631"
17 "PS" "Snoqualmie River" "1995" "419" "2644"
17 "PS" "Snoqualmie River" "1996" "1032" "4538"
17 "PS" "Snoqualmie River" "1997" "1939" "10591"
17 "PS" "Snoqualmie River" "1998" "1955" "7077"
17 "PS" "Snoqualmie River" "1999" "1457" "5838"
17 "PS" "Snoqualmie River" "2000" "1438" "6001"
17 "PS" "Snoqualmie River" "2001" "3603" "1840"
17 "PS" "Snoqualmie River" "2002" "2920" "5926"
17 "PS" "Snoqualmie River" "2003" "1987" "2410"
17 "PS" "Snoqualmie River" "2004" "3121" "5601"
17 "PS" "Snoqualmie River" "2005" "1302" "2096"
18 "PS" "Stillaguamish River (north fork)" "1974" "903" "7911"
18 "PS" "Stillaguamish River (north fork)" "1975" "1045" "6184"
18 "PS" "Stillaguamish River (north fork)" "1976" "1849" "5961"
18 "PS" "Stillaguamish River (north fork)" "1977" "1271" "3426"
18 "PS" "Stillaguamish River (north fork)" "1978" "1071" "3968"
18 "PS" "Stillaguamish River (north fork)" "1979" "889" "2500"
18 "PS" "Stillaguamish River (north fork)" "1980" "717" "7499"
18 "PS" "Stillaguamish River (north fork)" "1981" "547" "89489"
18 "PS" "Stillaguamish River (north fork)" "1982" "644" "33522"
18 "PS" "Stillaguamish River (north fork)" "1983" "363" "12242"
18 "PS" "Stillaguamish River (north fork)" "1984" "330" "2442"
18 "PS" "Stillaguamish River (north fork)" "1985" "1220" "1083"
18 "PS" "Stillaguamish River (north fork)" "1986" "1015" "3042"
18 "PS" "Stillaguamish River (north fork)" "1987" "1065" "2625"
18 "PS" "Stillaguamish River (north fork)" "1988" "548" "2372"
18 "PS" "Stillaguamish River (north fork)" "1989" "636" "1843"
18 "PS" "Stillaguamish River (north fork)" "1990" "612" "2564"
18 "PS" "Stillaguamish River (north fork)" "1991" "1359" "1138"
18 "PS" "Stillaguamish River (north fork)" "1992" "545" "1181"
18 "PS" "Stillaguamish River (north fork)" "1993" "589" "1915"
18 "PS" "Stillaguamish River (north fork)" "1994" "714" "2055"
18 "PS" "Stillaguamish River (north fork)" "1995" "649" "713"
18 "PS" "Stillaguamish River (north fork)" "1996" "1058" "1890"
18 "PS" "Stillaguamish River (north fork)" "1997" "946" "1742"
18 "PS" "Stillaguamish River (north fork)" "1998" "1327" "1803"
18 "PS" "Stillaguamish River (north fork)" "1999" "866" "931"
18 "PS" "Stillaguamish River (north fork)" "2000" "1476" "3391"
18 "PS" "Stillaguamish River (north fork)" "2001" "1086" "542"
18 "PS" "Stillaguamish River (north fork)" "2002" "1370" "2216"
18 "PS" "Stillaguamish River (north fork)" "2003" "900" "353"
18 "PS" "Stillaguamish River (north fork)" "2004" "1435" "2206"
18 "PS" "Stillaguamish River (north fork)" "2005" "956" "1673"
19 "PS" "Stillaguamish River (south fork)" "1974" "193" "1674"
19 "PS" "Stillaguamish River (south fork)" "1975" "221" "1298"
19 "PS" "Stillaguamish River (south fork)" "1976" "391" "1262"
19 "PS" "Stillaguamish River (south fork)" "1977" "269" "670"
19 "PS" "Stillaguamish River (south fork)" "1978" "226" "857"
19 "PS" "Stillaguamish River (south fork)" "1979" "187" "560"
19 "PS" "Stillaguamish River (south fork)" "1980" "152" "468"
19 "PS" "Stillaguamish River (south fork)" "1981" "116" "14265"
19 "PS" "Stillaguamish River (south fork)" "1982" "136" "8171"
19 "PS" "Stillaguamish River (south fork)" "1983" "78" "2794"
19 "PS" "Stillaguamish River (south fork)" "1984" "73" "1034"
19 "PS" "Stillaguamish River (south fork)" "1985" "280" "541"
19 "PS" "Stillaguamish River (south fork)" "1986" "314" "1503"
19 "PS" "Stillaguamish River (south fork)" "1987" "256" "885"
19 "PS" "Stillaguamish River (south fork)" "1988" "216" "1222"
19 "PS" "Stillaguamish River (south fork)" "1989" "325" "1181"
19 "PS" "Stillaguamish River (south fork)" "1990" "284" "1417"
19 "PS" "Stillaguamish River (south fork)" "1991" "307" "508"
19 "PS" "Stillaguamish River (south fork)" "1992" "330" "370"
19 "PS" "Stillaguamish River (south fork)" "1993" "348" "471"
19 "PS" "Stillaguamish River (south fork)" "1994" "307" "562"
19 "PS" "Stillaguamish River (south fork)" "1995" "233" "349"
19 "PS" "Stillaguamish River (south fork)" "1996" "268" "451"
19 "PS" "Stillaguamish River (south fork)" "1997" "237" "216"
19 "PS" "Stillaguamish River (south fork)" "1998" "255" "790"
19 "PS" "Stillaguamish River (south fork)" "1999" "261" "17"
19 "PS" "Stillaguamish River (south fork)" "2000" "271" "522"
19 "PS" "Stillaguamish River (south fork)" "2001" "284" "15"
19 "PS" "Stillaguamish River (south fork)" "2002" "360" "362"
19 "PS" "Stillaguamish River (south fork)" "2003" "106" "238"
19 "PS" "Stillaguamish River (south fork)" "2004" "185" "517"
19 "PS" "Stillaguamish River (south fork)" "2005" "95" "68"
20 "PS" "Suiattle River" "1952" "289" "6743"
20 "PS" "Suiattle River" "1953" "505" "2122"
20 "PS" "Suiattle River" "1954" "415" "2289"
20 "PS" "Suiattle River" "1955" "540" "5792"
20 "PS" "Suiattle River" "1956" "1206" "411"
20 "PS" "Suiattle River" "1957" "901" "7843"
20 "PS" "Suiattle River" "1958" "453" "2332"
20 "PS" "Suiattle River" "1959" "1034" "4397"
20 "PS" "Suiattle River" "1960" "618" "260"
20 "PS" "Suiattle River" "1961" "924" "8559"
20 "PS" "Suiattle River" "1962" "1290" "150"
20 "PS" "Suiattle River" "1963" "693" "6801"
20 "PS" "Suiattle River" "1964" "479" "131"
20 "PS" "Suiattle River" "1965" "1053" "6465"
20 "PS" "Suiattle River" "1966" "948" "913"
20 "PS" "Suiattle River" "1967" "818" "10407"
20 "PS" "Suiattle River" "1968" "761" "2406"
20 "PS" "Suiattle River" "1969" "830" "3325"
20 "PS" "Suiattle River" "1970" "1020" "87"
20 "PS" "Suiattle River" "1971" "1468" "2380"
20 "PS" "Suiattle River" "1972" "1804" "999"
20 "PS" "Suiattle River" "1973" "577" "2784"
20 "PS" "Suiattle River" "1974" "355" "1774"
20 "PS" "Suiattle River" "1975" "327" "2570"
20 "PS" "Suiattle River" "1976" "460" "4125"
20 "PS" "Suiattle River" "1977" "407" "2131"
20 "PS" "Suiattle River" "1978" "528" "2384"
20 "PS" "Suiattle River" "1979" "407" "1712"
20 "PS" "Suiattle River" "1980" "818" "1145"
20 "PS" "Suiattle River" "1981" "652" "4179"
20 "PS" "Suiattle River" "1982" "476" "4332"
20 "PS" "Suiattle River" "1983" "352" "6327"
20 "PS" "Suiattle River" "1984" "345" "2789"
20 "PS" "Suiattle River" "1985" "715" "2118"
20 "PS" "Suiattle River" "1986" "806" "1963"
20 "PS" "Suiattle River" "1987" "729" "790"
20 "PS" "Suiattle River" "1988" "740" "763"
20 "PS" "Suiattle River" "1989" "514" "999"
20 "PS" "Suiattle River" "1990" "685" "147"
20 "PS" "Suiattle River" "1991" "354" "1104"
20 "PS" "Suiattle River" "1992" "201" "434"
20 "PS" "Suiattle River" "1993" "291" "1116"
20 "PS" "Suiattle River" "1994" "167" "730"
20 "PS" "Suiattle River" "1995" "440" "343"
20 "PS" "Suiattle River" "1996" "435" "838"
20 "PS" "Suiattle River" "1997" "428" "1101"
20 "PS" "Suiattle River" "1998" "473" "278"
20 "PS" "Suiattle River" "1999" "208" "621"
20 "PS" "Suiattle River" "2000" "360" "795"
20 "PS" "Suiattle River" "2001" "688" "511"
20 "PS" "Suiattle River" "2002" "265" "303"
20 "PS" "Suiattle River" "2003" "353" "150"
20 "PS" "Suiattle River" "2004" "495" "588"
20 "PS" "Suiattle River" "2005" "518" "165"
21 "PS" "White River" "1965" "1067" "471"
21 "PS" "White River" "1966" "722" "1687"
21 "PS" "White River" "1967" "688" "205"
21 "PS" "White River" "1968" "513" "1298"
21 "PS" "White River" "1969" "548" "16"
21 "PS" "White River" "1970" "659" "700"
21 "PS" "White River" "1971" "394" "753"
21 "PS" "White River" "1972" "442" "881"
21 "PS" "White River" "1973" "169" "12"
21 "PS" "White River" "1974" "444" "398"
21 "PS" "White River" "1975" "490" "282"
21 "PS" "White River" "1976" "251" "13"
21 "PS" "White River" "1977" "77" "507"
21 "PS" "White River" "1978" "141" "11"
21 "PS" "White River" "1979" "103" "55"
21 "PS" "White River" "1980" "58" "12"
21 "PS" "White River" "1981" "183" "54"
21 "PS" "White River" "1982" "21" "9"
21 "PS" "White River" "1983" "27" "92"
21 "PS" "White River" "1984" "7" "347"
21 "PS" "White River" "1985" "33" "18"
21 "PS" "White River" "1986" "11" "598"
21 "PS" "White River" "1987" "118" "358"
21 "PS" "White River" "1988" "164" "384"
21 "PS" "White River" "1989" "95" "1252"
21 "PS" "White River" "1990" "299" "468"
21 "PS" "White River" "1991" "231" "497"
21 "PS" "White River" "1992" "444" "1170"
21 "PS" "White River" "1993" "444" "893"
21 "PS" "White River" "1994" "494" "346"
21 "PS" "White River" "1995" "713" "813"
21 "PS" "White River" "1996" "659" "898"
21 "PS" "White River" "1997" "476" "7779"
21 "PS" "White River" "1998" "422" "457"
21 "PS" "White River" "1999" "750" "1876"
21 "PS" "White River" "2000" "1496" "3058"
21 "PS" "White River" "2001" "2131" "2020"
21 "PS" "White River" "2002" "823" "2445"
21 "PS" "White River" "2003" "1480" "3448"
21 "PS" "White River" "2004" "1959" "4732"
21 "PS" "White River" "2005" "1846" "747"
22 "S" "Bear Valley" "1960" "1385" "3587"
22 "S" "Bear Valley" "1961" "2376" "3398"
22 "S" "Bear Valley" "1962" "1721" "4457"
22 "S" "Bear Valley" "1963" "2106" "2696"
22 "S" "Bear Valley" "1964" "1893" "3332"
22 "S" "Bear Valley" "1965" "953" "2992"
22 "S" "Bear Valley" "1966" "2002" "1241"
22 "S" "Bear Valley" "1967" "1636" "1342"
22 "S" "Bear Valley" "1968" "1999" "4218"
22 "S" "Bear Valley" "1969" "1334" "827"
22 "S" "Bear Valley" "1970" "1203" "938"
22 "S" "Bear Valley" "1971" "531" "281"
22 "S" "Bear Valley" "1972" "819" "270"
22 "S" "Bear Valley" "1973" "1440" "1282"
22 "S" "Bear Valley" "1974" "450" "274"
22 "S" "Bear Valley" "1975" "726" "58"
22 "S" "Bear Valley" "1976" "259" "83"
22 "S" "Bear Valley" "1977" "407" "163"
22 "S" "Bear Valley" "1978" "741" "148"
22 "S" "Bear Valley" "1979" "223" "176"
22 "S" "Bear Valley" "1980" "43" "261"
22 "S" "Bear Valley" "1981" "157" "295"
22 "S" "Bear Valley" "1982" "91" "417"
22 "S" "Bear Valley" "1983" "178" "1337"
22 "S" "Bear Valley" "1984" "155" "282"
22 "S" "Bear Valley" "1985" "306" "153"
22 "S" "Bear Valley" "1986" "244" "259"
22 "S" "Bear Valley" "1987" "474" "166"
22 "S" "Bear Valley" "1988" "1159" "777"
22 "S" "Bear Valley" "1989" "95" "134"
22 "S" "Bear Valley" "1990" "197" "24"
22 "S" "Bear Valley" "1991" "191" "25"
22 "S" "Bear Valley" "1992" "185" "157"
22 "S" "Bear Valley" "1993" "737" "494"
22 "S" "Bear Valley" "1994" "34" "76"
22 "S" "Bear Valley" "1995" "17" "92"
22 "S" "Bear Valley" "1996" "61" "433"
22 "S" "Bear Valley" "1997" "235" "1530"
22 "S" "Bear Valley" "1998" "422" "1895"
22 "S" "Bear Valley" "1999" "78" "112"
22 "S" "Bear Valley" "2000" "325" "406"
22 "S" "Bear Valley" "2001" "739" "273"
22 "S" "Bear Valley" "2002" "1176" "341"
23 "S" "Big Creek" "1957" "1109" "3349"
23 "S" "Big Creek" "1958" "636" "3091"
23 "S" "Big Creek" "1959" "434" "1575"
23 "S" "Big Creek" "1960" "764" "963"
23 "S" "Big Creek" "1961" "1858" "1133"
23 "S" "Big Creek" "1962" "1099" "923"
23 "S" "Big Creek" "1963" "730" "569"
23 "S" "Big Creek" "1964" "251" "786"
23 "S" "Big Creek" "1965" "360" "853"
23 "S" "Big Creek" "1966" "606" "315"
23 "S" "Big Creek" "1967" "330" "482"
23 "S" "Big Creek" "1968" "444" "1363"
23 "S" "Big Creek" "1969" "320" "266"
23 "S" "Big Creek" "1970" "335" "446"
23 "S" "Big Creek" "1971" "158" "123"
23 "S" "Big Creek" "1972" "296" "62"
23 "S" "Big Creek" "1973" "473" "620"
23 "S" "Big Creek" "1974" "138" "75"
23 "S" "Big Creek" "1975" "380" "23"
23 "S" "Big Creek" "1976" "108" "53"
23 "S" "Big Creek" "1977" "44" "93"
23 "S" "Big Creek" "1978" "468" "94"
23 "S" "Big Creek" "1979" "74" "184"
23 "S" "Big Creek" "1980" "20" "313"
23 "S" "Big Creek" "1981" "108" "447"
23 "S" "Big Creek" "1982" "35" "189"
23 "S" "Big Creek" "1983" "133" "489"
23 "S" "Big Creek" "1984" "207" "267"
23 "S" "Big Creek" "1985" "345" "117"
23 "S" "Big Creek" "1986" "330" "106"
23 "S" "Big Creek" "1987" "177" "57"
23 "S" "Big Creek" "1988" "498" "319"
23 "S" "Big Creek" "1989" "148" "64"
23 "S" "Big Creek" "1990" "99" "17"
23 "S" "Big Creek" "1991" "64" "6"
23 "S" "Big Creek" "1992" "108" "84"
23 "S" "Big Creek" "1993" "276" "160"
23 "S" "Big Creek" "1994" "15" "39"
23 "S" "Big Creek" "1995" "10" "22"
23 "S" "Big Creek" "1996" "5" "91"
23 "S" "Big Creek" "1997" "163" "1110"
23 "S" "Big Creek" "1998" "74" "629"
23 "S" "Big Creek" "1999" "49" "150"
23 "S" "Big Creek" "2000" "64" "285"
23 "S" "Big Creek" "2001" "690" "76"
23 "S" "Big Creek" "2002" "557" "100"
24 "S" "Camas Creek" "1964" "554" "571"
24 "S" "Camas Creek" "1965" "69" "309"
24 "S" "Camas Creek" "1966" "369" "328"
24 "S" "Camas Creek" "1967" "341" "604"
24 "S" "Camas Creek" "1968" "513" "1611"
24 "S" "Camas Creek" "1969" "157" "587"
24 "S" "Camas Creek" "1970" "153" "554"
24 "S" "Camas Creek" "1971" "216" "97"
24 "S" "Camas Creek" "1972" "385" "112"
24 "S" "Camas Creek" "1973" "551" "584"
24 "S" "Camas Creek" "1974" "413" "70"
24 "S" "Camas Creek" "1975" "307" "28"
24 "S" "Camas Creek" "1976" "66" "91"
24 "S" "Camas Creek" "1977" "203" "189"
24 "S" "Camas Creek" "1978" "319" "89"
24 "S" "Camas Creek" "1979" "41" "48"
24 "S" "Camas Creek" "1980" "34" "51"
24 "S" "Camas Creek" "1981" "191" "52"
24 "S" "Camas Creek" "1982" "91" "73"
24 "S" "Camas Creek" "1983" "81" "47"
24 "S" "Camas Creek" "1984" "19" "66"
24 "S" "Camas Creek" "1985" "66" "40"
